rpid,点赞数量,用户,性别,等级,评论内容,发布时间
143064562992,0,我是大蒟蒻,男,4,学OI的集合(･∀･),4天前发布
142925868192,0,Hyacs,保密,4,终于等到你,5天前发布
142947636096,0,怦然心动捏,男,5,嗯，太简单了,5天前发布
142898862224,0,我永远喜欢水原千鹤qwq,保密,6,热..热乎的？,5天前发布
142899364656,0,恒宿粼海心,男,3,趁热吃,5天前发布
143086156224,0,Fireflice,保密,6,//b23.tv/BV1BJ41117F4,4天前发布
142959813056,0,N_S_O夜星兰,保密,5,五点，300人[嫌弃],5天前发布
142999652960,0,冯氏的第五公设,男,4,刚看卷积就来了这个视频[妙啊],5天前发布
142904696256,0,这位大神,男,6,芜～终于来了,5天前发布
142953189296,0,ZERO夜辰,保密,6,我超，卡比,5天前发布
143253957504,0,日本国父麦克阿瑟,男,6,以前我们学卷积是从振动力学入手的，线性动力系统受迫振动的响应，外力激励函数与系统响应微分方程解的卷积积分，好像在这里叫杜哈梅积分,3天前发布
143101270848,0,是3BPencil噢,男,6,感觉卷积混响也用到了这个原理,4天前发布
142896728960,0,kjftg,男,4,支持,5天前发布
143187050576,0,1Eclo1,男,6,听了个3/5懂。。。。一边看英语一边看图，实在是忘了当时怎么学的了,3天前发布
142927146400,0,Leopard小豹子,男,6,请问下一期，连续卷积出了吗～,5天前发布
142949795264,0,一点都不好恰,保密,5,数字信号处理是吧,5天前发布
143424706576,0,papa0007,保密,5,真的很屌，我终于理解磁共振成像是用卷积计算信号密度的具体过程了。,2天前发布
142926292224,0,Furiko洋,保密,6,学到很多,5天前发布
142926199952,0,物理见习生Max,男,5,物理学有没有 集合,5天前发布
143007670640,0,速速白萝卜,男,6,信通人泪流满面,5天前发布
142945827328,0,野生红石菌,保密,6,被3b1b跟踪了[tv_鬼脸],5天前发布
143276222656,0,电次郎,保密,6,新概念摸鱼,3天前发布
143288509856,0,main_void,保密,3,我感觉3b1b自从重写manim，这个光标就很让人难受,3天前发布
143156913728,0,丶我对艺术不来电,保密,6,作为文科生完全看不懂 但不过理解了大学时老师说过的 photoshop那些神奇的功能就是一帮数学家成天在想数学公式给你们搞出来的,4天前发布
