rpid,点赞数量,用户,性别,等级,评论内容,发布时间
138986675616,1,_Cona_,保密,5,正在复习数字信号处理的通工人打开B站想摸个鱼，结果看到首页封面虎躯一震[灵魂出窍],32天前发布
141579828848,1,想成为鸵鸟的梁十八,男,6,感觉人类的极限快要到了，总有一天人类的寿命不足以学会前人留下的东西，到那个时候发展就会停滞了，只能寄希望于工具的发展了,14天前发布
140143334400,2,名字什么的只是个代号,保密,5,所以，这个视频大部分都是在说废话吧？？,24天前发布
139047413456,1,纱布妖梦,男,6,这东西憋说看懂，连用都不会用（事情一旦涉及美国，就简单了，它不可能遵守的，没必要猜[doge],31天前发布
139052168992,1,chemicalmechanic,保密,2,我很聪明，但是，比爱因斯坦可爱，还比爱因斯坦更智慧，怎么办？带我出去玩 [笑哭] 让你也可爱一下下 [鼓掌],31天前发布
143723968208,0,1照亮可乐的荧光1,保密,5,关键是他发现了余弦的值相等，把一些重复性的东西优化了,16小时前发布
143576015392,0,MiskuZero,男,5,有个地方没看懂，为什么分组可以减少计算量，比如100分成2组，每组50，每组能减少一半的计算量，也就，25+25=50，同样的方法分成4组计算量：4*12.5不还是50吗？,1天前发布
143276842368,0,想不到好ID,保密,6,最后的图像压缩讲得太不靠谱了，虽说理论上行得通，但实际上完全不是这样操作。,3天前发布
143104018976,0,白衣天使暴打,男,6,本来今年考研要手搓fft的，东大一波改专业课成功把我送到单片机,4天前发布
143054240880,0,周柯吱吱,男,5,正在学这一块[脱单doge],4天前发布
143021342176,0,人间冤种,保密,4,很遗憾，耽误了我5分钟,5天前发布
142980665008,0,史诗救逝世,男,3,中间计算什么波的听不懂可以不看,5天前发布
142943688848,0,还有两公里,男,5,高斯太强了,5天前发布
142941088128,0,danexx,保密,6,只是，代价有点大，一百年还是一千年呢？,5天前发布
142941088128,0,danexx,保密,6,只是，代价有点大，一百年还是一千年呢？,5天前发布
142901118848,0,泊在荆中戏水,男,5,！！,5天前发布
142817563872,0,大河往哪流,男,5,这种难度的算法显然和我的大脑不是很匹配[呆],6天前发布
142749582576,0,你在烦恼些什么丶,男,6,现代游戏中，真实向风格的离岸海水，大部分也是采用FFT方式去做的[打call],6天前发布
142462835184,0,explorerrr,保密,5,卧槽，真他妈绝了，质量太好了，动画太绝了，太形象易懂了!,8天前发布
142432800816,0,Infinity1-1,保密,3,翻译nb!感谢！,8天前发布
142432036288,0,刀言笑,男,6,太牛逼了！,8天前发布
142373100992,0,麻中麻麻子,男,6,谁说不是呢，用过都说好，隔壁家的高中生都馋哭了,9天前发布
142369140272,0,-缘定三生-,男,5,土木工程研究生，在结构振动控制中运用fft，这么说还挺接近这个算法原始的用途呢[doge],9天前发布
142131305568,0,MagiKkkkk,男,5,当初我在信号上课做Matlab的时候就疑惑，为什么傅立叶变换的函数会缩写成FFT，这里面一共也就一个F啊🤔,10天前发布
142055136576,0,一只兔鸽,保密,5,通信人狂喜,11天前发布
141621856816,0,FRIN张教父,男,5,第一部分：我是一名创业者，这是我所写的一篇忠告文：请时刻警醒自己要做有价值的事情，不要忘记自己的理想和梦想以及良知和热爱。这个世界值得我们去为其承担成为一个具备独立意志与人格的个体所必需要经受的各种轻视与不解以及欺骗与伤害。只要我们这个世界还存有苦难与不公，还有良知和责任心的人是应该汗颜于自己的无为与平凡的，切记不可只为了个人的喜悲与得失而活，也切莫迷失在对个人的虚荣和欲求的满足之中进而丢掉对同胞们与我们所共处的社会与文明的关怀与爱意。请坚信在革新的道路上你并不孤独！只要我们坚定着信念去实践理想，这个世界便定会变得越来越好。在有强大信念意志力的基础上，一定要自律，要不断学习并掌握尽可能多的知识。这是一个由各种知识和思想以及主义与意识形态所维系着的文明社会。在文明社会中，只是依靠着自身基于情绪所产生的各种反应与行为是无法改变这个文明社会分毫的，真正能起到实际的对我们所处的人类文明、民族、国家、社会的推动作用的，唯有是基于我们自身的理性以及源于我们心底的博爱所进而产生出的各种行为与反应。使自己变强吧！在有方法、有理性、有计划、有目标的基础上使自己变强。在自我提升的过程中，请永远尊重知识与思想，也要永远把知识和思想作为行动的前提。做任何一件事之前明确好去做这件事的缘由，由清晰的理论基础与正确的价值观最为背书的理性行为，更能对同胞和社会以及文明产生出实际的价值作用。千万不可以被情绪所牵绊去做任何事情，憎恨、愤怒、暴力、伤害只会使一个人变得脆弱和无力，无论他有多么正确的立场和正直的心灵都是如此！在我们的文明社会中，会使人变脆弱的手段皆是非常隐秘的，其中最隐秘又最易使人变得无力脆弱的一种手段，就是使你成为一个只为你自己而活和思考的人，不让你产生对所处的社会和其他同胞的联系和共鸣。,14天前发布
141580482528,0,难顿奥义,男,5,利用三角函数对称和耦合简化的吧,14天前发布
141572447440,0,不等价惯性系,保密,4,当我在想期末信号与系统要不要挂科的时候首页给我这个[辣眼睛],14天前发布
141560000224,0,子远之凛,男,3,05 把五万翻译成了五千,14天前发布
141520857248,0,北风之肆,男,6,核弹是一种攫取胜利果实的做法,14天前发布
141455069424,0,DukeYanger555,男,5,来打卡了,15天前发布
141321500192,0,ListenToMyBeat,男,5,用这个做过频谱分析,16天前发布
141308388272,0,老板求求别放香菜,保密,5,我刚放假，刚从复变函数中拉式变换和傅立叶变换里逃出来，本来想着要忘记这段痛苦的回忆，今天刷到这个了[大哭],16天前发布
141231382784,0,snailxiaowo,男,6,还好高斯没有公布，不然现在就是灯塔国一家独大了,16天前发布
141226237360,1,哲人奇兵,保密,3,人只知道感觉，物自体不知道是什么，自我是无限的。,16天前发布
141199333872,0,h4Nooo,男,5,忘完了。。,16天前发布
141165928000,0,女生用九九新,保密,3,数字信号处理才考完，你这样真的好吗[酸了],17天前发布
141116271520,0,我是来偷图的,保密,3,这门课难学得要命,17天前发布
141058614208,0,喜欢立棍单打的羊,男,3,@聪明的小可- 真的太妙了,17天前发布
141045555856,0,教主的上条美琴,男,4,翻评论区后感觉我是唯一一个没有看懂视频的人，太惨了,18天前发布
140969668112,0,诗行不行,保密,5,欢迎学弟学妹们学习电子信息工程专业！和傅立叶拉普拉斯相伴[tv_点赞],18天前发布
140938904608,0,百合橘i,女,6,当我在某一刻，不是为了解题时，也不是为了算账，不是为了解决问题，只是那一刻突然灵光一闪，那一刻深刻让我感觉到了数学的魅力,18天前发布
140923888784,0,Brightsy,男,4,@zzz__111,18天前发布
140893761920,0,b1ghawk,男,4,所以说人类是有极限的啊，一个脑袋学一辈子也学不到人类精华的百万分之一，光一个大佬的全集就够啃20年，当然会遗漏大量的东西，很多结论和轮子明明早就造过八百遍了，后人结果根本不知道有没有相关发现，事实上我们能够进一步发展已经可以说很幸运了，每个人都带着自己残缺不全的知识企图拓展边界。,19天前发布
140857136192,0,awrgto,保密,5,居然能刷到快速傅立葉變換😂😨,19天前发布
140779617776,0,虾蟆呀,保密,6,17分27秒左右的奇数偶数字母翻译有误,19天前发布
140768302800,0,渊亦幻,保密,5,补充一个fft的用法，可以接上下一条视频提到的中子星。中子星实际上最早和普遍是以脉冲星的形式被发现的，而FFT恰恰是脉冲星搜索的主要手段。脉冲星就是可以周期性发出信号的中子星（一般来说，也有认为可能是奇异子星之类的理论），但由于这个信息周期不知道，也通常被淹没在噪音里，就需要FFT把对应的信号成分分离出来。,20天前发布
